ProductKey,ProductID,ProductNumber,ProductName,CategoryId,Category,Subcategory,ProductLine,Cost,Maintenance
266,455,SH-M897-X,Men's Sports Shorts- XL,CL_SH,Clothing,Shorts,Other Sales,25,No
267,476,SH-W890-L,Women's Mountain Shorts- L,CL_SH,Clothing,Shorts,Mountain,26,No
268,475,SH-W890-M,Women's Mountain Shorts- M,CL_SH,Clothing,Shorts,Mountain,26,No
269,474,SH-W890-S,Women's Mountain Shorts- S,CL_SH,Clothing,Shorts,Mountain,26,No
270,490,SJ-0194-L,Short-Sleeve Classic Jersey- L,CL_JE,Clothing,Jerseys,Other Sales,42,No
271,489,SJ-0194-M,Short-Sleeve Classic Jersey- M,CL_JE,Clothing,Jerseys,Other Sales,42,No
272,488,SJ-0194-S,Short-Sleeve Classic Jersey- S,CL_JE,Clothing,Jerseys,Other Sales,42,No
273,491,SJ-0194-X,Short-Sleeve Classic Jersey- XL,CL_JE,Clothing,Jerseys,Other Sales,42,No
274,219,SO-B909-L,Mountain Bike Socks- L,CL_SO,Clothing,Socks,Mountain,3,No
275,218,SO-B909-M,Mountain Bike Socks- M,CL_SO,Clothing,Socks,Mountain,3,No
276,482,SO-R809-L,Racing Socks- L,CL_SO,Clothing,Socks,Road,3,No
277,481,SO-R809-M,Racing Socks- M,CL_SO,Clothing,Socks,Road,3,No
278,486,ST-1401,All-Purpose Bike Stand,AC_BS,Accessories,Bike Stands,Mountain,59,No
279,458,TG-W091-L,Women's Tights- L,CL_TI,Clothing,Tights,Other Sales,31,No
280,457,TG-W091-M,Women's Tights- M,CL_TI,Clothing,Tights,Other Sales,31,No
281,456,TG-W091-S,Women's Tights- S,CL_TI,Clothing,Tights,Other Sales,31,No
282,535,TI-M267,LL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Mountain,9,Yes
283,536,TI-M602,ML Mountain Tire,AC_TT,Accessories,Tires and Tubes,Mountain,11,Yes
284,537,TI-M823,HL Mountain Tire,AC_TT,Accessories,Tires and Tubes,Mountain,13,Yes
285,538,TI-R092,LL Road Tire,AC_TT,Accessories,Tires and Tubes,Road,8,Yes
286,539,TI-R628,ML Road Tire,AC_TT,Accessories,Tires and Tubes,Road,9,Yes
287,540,TI-R982,HL Road Tire,AC_TT,Accessories,Tires and Tubes,Road,12,Yes
288,541,TI-T723,Touring Tire,AC_TT,Accessories,Tires and Tubes,Touring,11,Yes
289,528,TT-M928,Mountain Tire Tube,AC_TT,Accessories,Tires and Tubes,Mountain,2,Yes
290,529,TT-R982,Road Tire Tube,AC_TT,Accessories,Tires and Tubes,Road,1,Yes
291,530,TT-T092,Touring Tire Tube,AC_TT,Accessories,Tires and Tubes,Touring,2,Yes
292,473,VE-C304-L,Classic Vest- L,CL_VE,Clothing,Vests,Other Sales,24,No
293,472,VE-C304-M,Classic Vest- M,CL_VE,Clothing,Vests,Other Sales,24,No
294,471,VE-C304-S,Classic Vest- S,CL_VE,Clothing,Vests,Other Sales,24,No
295,477,WB-H098,Water Bottle - 30 oz.,AC_BC,Accessories,Bottles and Cages,Other Sales,2,No
